1.677,2.8493,1.4693
0.76022,2.921,0.093119
1.1444,3.3964,0.8103
0.15616,3.9434,0.75308
1.4416,1.1964,1.2876
1.467,2.0046,1.3261
2.2046,0.59588,1.2056
-0.9912,2.0284,2.9305
1.9411,1.9931,0.66176
1.5283,3.0569,1.0147
2.6148,1.1841,-0.99776
0.25181,1.8007,0.62724
0.15263,3.3372,-0.61632
0.50818,1.0307,0.52589
0.33384,2.4784,-0.041058
0.17934,2.1011,2.084
-0.85453,3.7998,0.12163
1.6477,3.0496,2.3231
0.48264,2.0243,0.83763
0.39434,2.2717,1.3586
0.64768,2.1324,3.6736
0.99243,2.7103,0.53746
0.47212,1.6542,1.5646
0.19846,0.14705,1.0532
0.56358,2.28,1.0846
1.7291,2.9008,-0.32564
-0.52458,2.5024,1.3064
0.06084,3.2374,1.033
1.1236,2.2739,1.7542
2.5245,1.738,-0.73068
2.0135,1.0723,2.2437
0.41051,3.4915,0.19402
-0.1126,2.9569,-0.36305
1.6806,2.4378,0.85673
0.65847,4.0578,0.62546
0.8098,1.0613,0.18654
0.41638,3.7095,0.60958
0.30993,1.5518,1.7144
-0.31573,2.6271,-0.33129
0.86915,0.1731,1.5359
1.6929,1.3125,1.3176
1.1628,3.1591,1.1284
2.0395,1.8832,0.3517
0.96202,1.8007,1.8817
0.94386,1.1588,0.84516
2.1886,1.5851,0.34138
1.984,2.1012,0.63729
0.26117,0.52016,1.1534
0.68298,2.3189,-0.45655
2.3218,2.4872,-0.56663
3.0571,0.61242,1.6022
2.2195,0.3218,-1.5614
2.5356,0.85796,0.70214
2.4189,0.51032,1.9712
2.1509,0.20868,2.1368
2.4745,2.4522,0.40738
1.1047,1.5133,1.967
2.8281,1.2065,1.0641
2.6528,3.1645,2.1846
2.0845,0.62549,1.7998
1.5159,1.4384,2.0782
2.9243,1.7881,2.6779
3.8512,-0.69766,-0.47868
1.0774,-0.79793,0.9429
1.6636,1.4504,1.5862
1.3138,0.38669,2.0934
1.6181,-0.1712,1.3103
2.2041,0.78897,1.9636
2.2258,0.98716,1.256
2.4582,0.75858,0.24505
1.8444,1.3291,1.8094
1.9699,0.74264,1.8963
1.8865,2.007,1.2102
1.9937,1.1081,0.37876
1.073,0.23878,3.0848
1.7998,2.1404,1.6492
3.8593,2.1271,0.073036
1.6728,2.0916,1.5882
4.2652,1.1521,-0.25186
2.4441,0.28818,1.3494
3.078,1.5082,1.5996
1.8028,1.0536,1.1969
-0.79898,1.5933,2.2902
0.70237,-0.32197,1.921
0.49248,-0.4794,2.089
1.3457,2.4449,0.0077356
1.3856,1.4417,1.8493
2.4676,1.3915,1.0702
1.4208,1.6805,0.91317
2.4216,2.2877,-0.94933
3.8045,0.56794,2.6165
3.5516,-0.26891,1.4769
5.4663,0.98537,1.7863
2.3309,2.4679,2.3905
1.0535,0.7615,1.6432
1.9416,3.735,1.7386
2.4375,0.36232,-0.0075026
2.7941,1.0027,1.9492
1.1685,2.096,-0.51349
3.5667,2.0465,1.4102
-1.3611,0.60246,-0.74571
1.0078,-0.033542,0.29515
2.5681,0.50465,-0.53123
-0.8573,-0.71696,0.47052
0.49414,0.4893,-0.88661
-0.42981,-0.46173,-3.8823
-0.24747,0.53753,-1.5766
-1.046,-0.81724,-1.5217
-0.038564,-0.061811,-0.54951
-0.4728,0.89855,-2.4291
-0.96441,1.4101,-1.7899
-0.038363,2.9779,-0.20473
0.83737,3.3603,0.1754
0.19774,2.9512,-1.9047
-0.88215,3.0183,-0.54566
-0.2421,1.4582,-1.2641
-0.49199,0.6132,-1.554
-1.1437,0.94015,-1.5747
1.2419,1.2355,0.021377
-0.33983,0.91845,0.25825
1.2685,1.0329,0.69248
0.27573,1.3685,1.192
1.3357,1.9073,-0.59774
-0.73838,0.88478,0.822
-2.2215,0.36302,-1.1888
-0.051725,-0.78388,-0.47093
0.52973,0.059865,-1.2593
-1.4135,2.6245,-0.62649
-0.45089,0.074544,-0.90134
1.4843,1.2753,-0.64671
-1.4004,1.1661,-0.22384
-1.5814,2.1283,1.4654
-1.7579,-1.0666,-1.0726
0.55911,0.91834,-1.1585
-0.1935,-0.064608,-2.6439
1.3815,1.2926,-2.1876
0.87594,-0.29737,-1.1218
0.54077,0.15928,-1.3495
-0.17037,2.9524,-0.54098
-0.59931,0.77462,-1.2803
1.1067,0.71562,-1.7917
0.040619,0.90535,-0.20677
0.75944,2.0871,-0.35283
0.43255,2.9033,-2.16
-0.54731,-0.69506,-0.080614
-0.17847,0.70066,-2.721
-0.016568,0.74027,-2.3548
-1.3574,0.23801,-1.2503
-1.8488,0.81801,-0.38431
-0.57667,0.30196,-0.69588
0.10108,0.55339,0.53329
-2.4358,0.022284,1.6059
-1.1137,1.7646,1.6699
-0.62422,1.7667,2.5235
-0.42318,1.426,0.95707
-2.2423,0.49505,1.3259
-2.1114,1.4682,1.3226
-0.89998,1.3014,1.0238
-1.0221,0.99124,1.9295
-1.0904,-1.6411,0.51385
-0.80403,1.9597,2.3803
-1.9415,1.7609,1.2379
-1.2084,1.0247,0.97191
-0.85964,1.2376,0.32845
-2.045,1.9658,0.78024
0.41454,0.075813,0.40586
0.42128,2.4076,-0.029001
-0.79349,2.3411,2.3327
-2.2849,2.6184,1.6616
-0.77265,0.77442,0.034007
-0.90498,0.74327,3.3101
-0.80994,0.8266,0.98597
-1.6127,3.0718,1.637
-0.92511,2.1233,0.96687
-1.0977,0.44338,0.3845
0.60455,1.7685,1.0869
0.70436,1.0236,1.29
-2.4199,1.4753,-0.44732
-1.9883,1.9494,1.3512
-1.8723,0.60187,1.2564
-0.77997,-0.71144,-0.20576
-2.7729,0.92751,-0.72111
-0.29812,-0.005468,-0.10643
0.79056,3.1624,0.18072
-1.037,2.963,0.45973
0.7175,1.8198,1.0555
-1.3531,2.6931,1.7111
-1.6328,1.3927,0.12204
-0.85105,2.5319,1.5318
-1.7597,1.348,0.3022
1.0193,-0.7937,0.34049
-0.22855,0.17966,1.0179
-0.34546,2.2577,0.07292
-1.1699,0.52833,0.88577
-0.63051,0.38138,1.8001
-0.5733,0.52767,1.276
-0.015773,1.9931,1.6682
-1.065,0.3799,1.2241
-1.4661,0.66791,1.9248
0.44703,1.5958,3.0533
